id|Kanji|Strokes|"Name of Radical"|"Radical Freq."|"Reading within Joyo"|"Reading beyond Joyo"|"On within Joyo"|"Translation of On"|"Kun within Joyo"|"Translation of Kun"|"Kanji Frequency with Proper Nouns"
1736|不|4|Fu|1|フ、ブ||"fu, 	bu"|"negation; bad; clumsy; ugly"|-|-|379808
328|期|12|"Tsuki, Tsukihen"|8|キ、[ゴ]||"ki, [go]"|"time, date, period, term; an age; season; session; a stage;  opportunity"|-|-|373280
1818|保|9|"Hito, Ninben, Hitoyane"|104|ホ、たも-つ|やす|ho|guarantee|tamo(tsu)|"keep, preserve, hold, retain, maintain; support, sustain; last, endure, keep well (food), wear well, be durable "|371112
1992|用|5|Mochiiru|1|ヨウ、もち-いる|ユウ|yoo|"business, work; function; errand; engagement; use, service; expenses; call of nature. for, used for "|mochi(iru)|"use, adopt (a method), employ"|371091
1475|点|9|"Hi, Hihen, Renga"|26|テン||ten|"point; mark; score, run; speck; stain; defect; a detail; standpoint; items, pieces; decimal point; vote"|-|-|364985
596|交|6|Nabebuta|5|コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす||koo|"coming and going, association; change of seasons"|"maji(waru), maji(eru), maji(ru), ma(zaru), ma(zeru), ka(u), ka(wasu)"|"associate with, mingle with; interest; join. mix; converse with, cross (swords). blend, mingle; include, let in on. be mixed, be blended. exchange (messages); dodge, parry, avoid, turn aside"|364208
1846|報|12|"Tsuchi, Tsuchihen"|50|ホウ、むく-いる|し|hoo|"news, report; reward, retribution "|muku(iru)|"reward, compensate; repay; revenge "|362295
1108|成|6|"Hokogamae, Hokozukuri"|7|セイ、[ジョウ]、な-る、な-す||"sei, [joo]"|"become, get or grow (old), form (a part of); set in, come (time or seasons); turn into; be reduced to; consist of; be accomplished; result in; prove (fatal); amount to; play the part of; elapse; reach (a certain age); bear, stand; be promoted; be pleased to "|"na(ru), na(su)"|"become, get or grow (old), form (a part of); set in, come (time or seasons); turn into; be reduced to; consist of; be accomplished; result in; prove (fatal); amount to; play the part of; elapse; reach (a certain age); bear, stand; be promoted; be pleased to. do, perform, accomplish; form, make"|362233
12|安|6|Ukanmuri|36|アン、やす-い||an|"be rested, feel at ease, be relieved, repose"|yasu(i)|"cheap, inexpensive; peaceful, quiet; gossipy, thoughtless"|358754
1875|北|5|Hi|2|ホク、きた||hoku|north|kita|north|358482
483|経|11|"Ito, Itohen"|63|ケイ、キョウ、へ-る|キン、たていと、たて、つね|"kei, 	kyoo"|"longitude; sutra; warp"|he(ru)|"pass, elapse; pass through; experience"|358157
869|首|9|Kubi|1|シュ、くび|こうべ|shu|"head; neck; beginning, the first; poem and song counter"|kubi|"neck, head"|357903
1105|世|5|Ichi|14|セイ、セ、よ||"sei, 	se"|"generation; world. age, counter for kings of the same name"|yo|"world, society, public; life, existence, career, life-time; age, era, generation, times; reign"|356337
763|氏|4|Uji|2|シ、うじ||shi|"Mr.; family, clan "|uji|"clan; lineage, birth; surname"|355926
1315|第|11|"Take, Takekanmuri"|24|ダイ||dai|"residence. number (1, 2, 3, etc.)"|-|-|354870
33|意|13|"Kokoro, Risshinben, Shitagokoro"|76|イ||i|"mind, heart; care; liking, taste; inclination, will, intention; thought, idea; desire"|-|-|352971
1170|先|6|Hitoashi|9|セン、さき|ま|sen|"the future; priority, precedence"|saki|"point, tip, end; nozzle; head (of a line); the first priority; the future; objective, destination; sequel, remainder; the other party; future "|350771
410|強|11|"Yumi, Yumihen"|11|キョウ、ゴウ、つよ-い、つよ-まる、つよ-める、し-いる|こわ、ごわ|"kyoo, 	goo"|"strength, might; strong person"|"tsuyo(i), tsuyo(maru), tsuyo(meru), shi(iru)"|"strong, powerful, mighty, robust, vigorous, healthy; brave, courageous; severe, intense; durable, solid; get strong; strengthen, intensify, invigorate; confirm; emphasize, increase, redouble; force, coerce, constrain, compel"|349571
945|所|8|"To, Tokanmuri"|6|ショ、ところ|ソ、ゾ、ら|sho|place|tokoro|"place, spot, scene, site, seat; locality, district; room; distance; address; point, feature; passage (in a book), part; thing; time, moment; extent; matter of course "|348762
2130|話|13|"Gon, Gonben"|68|ワ、はな-す、はなし||wa|"talk, speak, converse; tell; explain "|"hana(su), hanashi"|"talk, speak, converse; tell; explain. chat, conversation; story; rumor; news; consultation, negotiations; facts, reasons "|344648
1996|要|9|Nishi|4|ヨウ、かなめ、い-る||yoo|"main point, essence; aim; secret; need"|"kaname, i(ru)"|"require, need; waylay, ambush. pivot; the main point; the key (to) "|343227
337|機|16|"Ki, Kihen"|85|キ、はた||ki|"opportunity; occasion, time; machine, airplane"|hata|loom|341144
551|原|10|Gandare|4|ゲン、はら||gen|"original, primitive"|hara|"field, plain, prairie, tundra, moor, wilderness"|340241
806|示|5|"Shimesu, Shimesuhen"|15|ジ、シ、しめ-す||"ji, 	shi"|indication|shime(su)|"show, indicate, point out, give (an example), signify, display, express"|338806
1489|都|11|Oozato|12|ト、ツ、みやこ|す、ず|"to, 	tsu"|"capital, metropolis"|miyako|"capital, metropolis"|332766
1275|続|13|"Ito, Itohen"|63|ゾク、つづ-く、つづ-ける||zoku|"continuation, second series"|"tsuzu(ku), tsuzu(keru)"|"continue; be contiguous"|331308
1542|道|12|Shinnyoo|51|ドウ、[トウ]、みち|い|"doo, [too]"|"district, province, prefecture; road  "|michi|"road, path, lane, way, street, highway, route; journey; distance; course, way, means; duty, morality, moral doctrine; teachings; specialty; an art; reason, justice "|330135
952|女|3|"Onna, Onnahen"|36|ジョ、ニョ、[ニョウ]、おんな、め||"jo, nyo, [nyoo]"|"woman, girl, daughter"|"onna, me"|"woman, female, sweetheart, girl"|329980
946|書|10|Hirabi|8|ショ、か-く||sho|"handwriting; letter, note; book"|ka(ku)|"write, compose; draw, paint "|328006
1111|制|8|"Katana, Rittoo"|32|セイ||sei|"system, organization; imperial command; laws, regulation. control, govern, suppress, restrain, hold back; establish "|-|-|325886
316|記|10|"Gon, Gonben"|68|キ、しる-す||ki|"account, narrative, history, annals; remembering; writing; the Kojiki"|shiru(su)|"write down; inscribe; mention, give an account of"|325687
817|持|9|Tehen|89|ジ、も-つ|チ|ji|"hold, entertain, maintain, observe (principles)"|mo(tsu)|"hold, take, have, possess; carry; maintain; have charge of; wear, last long; pay; bear (a grudge)"|323708
1287|打|5|Tehen|89|ダ、う-つ|チョウ|da|striking|u(tsu)|"strike, hit, beat, knock, slap, punch, thrash, smite; clap (one's hands); beat (a drum); ring (a bell); (clocks) strike; impress, touch; shoot; pound in (a nail); water, sprinkle; braid; play (checkers); till (the soil); temper (a sword); prepare (buckwheat noodles); present (a play); cast (a net); pay (earnest money) "|323451
1097|数|13|Nobun|16|スウ、[ス]、かず、かぞ-える|ジュ|"suu, [su]"|"strength; fate; law; numbers, figures; numerical"|"kazu, kazo(eru)"|"number, figure. count, calculate, enumerate"|321551
785|思|9|"Kokoro, Risshinben, Shitagokoro"|76|シ、おも-う||shi|"think, believe, judge, esteem; consider, realize; feel like; regard as; anticipate; imagine, suppose, guess; mistake for; recall; intend; desire; love, care for, yearn after; wonder; suspect "|omo(u)|"think, believe, judge, esteem; consider, realize; feel like; regard as; anticipate; imagine, suppose, guess; mistake for; recall; intend; desire; love, care for, yearn after; wonder; suspect "|320430
15|以|5|"Hito, Ninben, Hitoyane"|104|イ|もち、ゆえ、も|i|"with, by, by means of; because; in view of"|-|-|320232
877|受|8|Mata|9|ジュ、う-ける、う-かる||ju|receive|"u(keru), u(karu)"|"receive, accept, take, get, obtain; catch (a ball); stop (a blow), parry; answer (the phone); undergo (an operation); take (an exam); sustain (a loss); be exposed to (ridicule); face, front of; inherit; catch the public fancy. pass (an examination)"|318245
1056|真|10|"Me, Mehen"|19|シン、ま||shin|"truth; reality; genuineness; Buddhist sect originating in the thirteenth century"|ma|"just, right, due (east); pure, genuine, true"|315343
786|指|9|Tehen|89|シ、ゆび、さ-す||shi|finger|"yubi, sa(su)"|"point to, indicate; name, designate; insert, put into; fill, pour into, drop into (eyes); hold up (an umbrella); wear (a sword); offer (a cup); play; move (in games); rise, flow; be tinged with; point to; proceed to; fix (a day); measure (with a ruler); measure and make (a box); play (chess or checkers). finger "|314148
2022|来|7|"Ki, Kihen"|85|ライ、く-る、きた-る、きた-す|き、ぎ|rai|"come. since (last month); for (ten days). next (year)"|"ku(ru), kita(ru), kita(su)"|"come, arrive; be due to; next, forthcoming. cause, bring about, produce. come to hand, approach; call on; come on (rain); set in, be due; become, grow, get; come from; be caused by; derive from "|314119
1106|正|5|Tomeru|6|セイ、ショウ、ただ-しい、ただ-す、まさ||"sei, 	shoo"|"right, righteousness, justice; original; plus, positive; genuine. just; punctual; senior. Regular"|"tada(shii), tada(su), masa"|"correct; adjust; reform; redress, straighten; amend. right, righteous, just; honest, truthful, proper, lawful; healthy; moral; straight; straightforward; perfect "|313748
1316|題|18|Oogai|22|ダイ||dai|"subject, theme, topic; title, caption, heading; question, problem"|-|-|312442
52|院|10|Kozatohen|31|イン|エン|in|"mansion; temple; palace; hospital; school; institution; congress; ex-emperor"|-|-|309380
411|教|11|Nobun|16|キョウ、おし-える、おそ-わる|し|kyoo|faith|"oshi(eru), oso(waru)"|"teach, give lessons; inform; coach; learn, be taught, take lessons in"|308288
717|在|6|"Tsuchi, Tsuchihen"|50|ザイ、あ-る||zai|"outskirts, suburbs, country "|a(ru)|"there is, have, exist; occur; be located, be contained in; (it) measures; happen; be found; be held; consist of "|307776
944|初|7|"Katana, Rittoo"|32|ショ、はじ-め、はじ-めて、はつ、うい、そ-める|うぶ|sho|"beginning, first"|"haji(me), haji(mete), hatsu, ui, so(meru)"|"beginning, origin. including, and, as well as. (for) the first time; not until. first, new. first (time). begin to "|307333
744|三|3|Ichi|14|サン、み、み-つ、みっ-つ||san|three|"mi, mi(tsu), mit(tsu)"|three|304749
545|元|4|Hitoashi|9|ゲン、ガン、もと|はじ|"gen, 	gan"|"yuan; origin; New Year’s Day; first year of an era. Gen Mongol (dynasty)"|moto|"beginning, origin; foundation, basis, source; cause; root (of a tree); (raw) material, base; capital; principal; cost; forebears; formerly"|301141
1510|島|10|"Yama, Yamahen"|16|トウ、しま||too|island|shima|island|299065
1662|判|7|"Katana, Rittoo"|32|ハン、バン|わか|"han, 	ban"|"stamp, seal; a monogram signature; judgment"|-|-|296200
134|加|5|Chikara|23|カ、くわ-える、くわ-わる|ケ|ka|"addition, increase"|"kuwa(eru), kuwa(waru)"|"join in; accede to; gain in (influence); increase; add, sum up; append; include; inflict"|293767
816|治|8|"Mizu, Sanzui, Shitamizu"|118|ジ、チ、おさ-める、おさ-まる、なお-る、なお-す||"chi, 	ji"|"peace; government. cure, heal; rule; conserve (resources). govern, manage, regulate; quell, subdue; patch up; heal"|"osa(meru), osa(maru), nao(ru), nao(su)"|"govern, manage, regulate; quell, subdue; patch up; heal. be at peace; calm down; be settled, be ruled. be mended; get well; be restored; return to normal; be installed (as a legal wife); change (from third to second class). mend, repair, put in order, reform, correct; revise, amend; re-do, alter; cure; restore; adjust, regulate; convert (money) "|292395
1926|名|6|"Kuchi, Kuchihen"|70|メイ、ミョウ、な||"mei, 	myoo"|"distinguished, noted, wise, name"|na|"name; fame, reputation; pretext"|291373
761|支|4|Shi|1|シ、ささ-える|つか|shi|branch|sasa(eru)|"support, maintain, sustain, hold; prop, bolster; check, stem "|288791
1211|組|11|"Ito, Itohen"|63|ソ、く-む、くみ||so|"take part in; be implicated in; side with; support"|"ku(mu), kumi"|"braid, plait; construct; assemble; cross (legs); fold (arms); unite with, cooperate with; grapple with. class, party, group; set; pack (of cards); suit; assortment; typesetting "|286910
377|球|11|"Tama, Oo"|15|キュウ、たま||kyuu|"globe, sphere, ball; bulb; (radio) tube"|tama|"ball, bulb, bowl, sphere"|284228
445|区|4|Kakushigamae|4|ク||ku|"ward, district, section"|-|-|281952
1285|多|6|Yuube|5|タ、おお-い||ta|much|oo(i)|"many; copious, abundant; much; frequent"|278725
1163|説|14|"Gon, Gonben"|68|セツ、[ゼイ]、と-く||"setsu, [zei]"|"opinion, view, assertion; comment; theory; rumor, report; version  "|to(ku)|"explain, expound, advocate, preach, teach, persuade"|277598
183|界|9|"Ta, Tahen"|19|カイ|さかい|kai|"circle, world, boundary, limits"|-|-|276388
1777|物|8|"Ushi, Ushihen"|6|ブツ、モツ、もの||"butsu, 	motsu"|"thing, object, matter; somebody, something, success; reason "|mono|"thing, object, matter; somebody, something, success; reason "|276274
275|感|13|"Kokoro, Risshinben, Shitagokoro"|76|カン||kan|"feeling, sensation, sentiment; sense; emotion; impression; intuition"|-|-|269610
685|査|9|"Ki, Kihen"|85|サ||sa|investigate|-|-|269288
1348|男|7|"Ta, Tahen"|19|ダン、ナン、おとこ||"dan, 	nan"|"man, male; baron. counter for sons"|otoko|"man, male; fellow; adult; manhood; male servant; paramour"|268685
17|位|7|"Hito, Ninben, Hitoyane"|104|イ、くらい||i|"rank, place, grade"|kurai|"grade, rank; court order, dignity, nobility; situation; throne, crown"|268425
1357|知|8|"Ya, Yahen"|4|チ、し-る||chi|"know, acquaintance, sense"|shi(ru)|"know; understand; appreciate recognize; realize; notice, sense, feel; remember; infer, gather; be concerned with"|267746
1742|府|8|Madare|17|フ||fu|"urban prefecture; government office; representative body; storehouse"|-|-|266857
1159|設|11|"Gon, Gonben"|68|セツ、もう-ける||setsu|"prepare, provide; establish, found, set up, organize; enact, lay down (rules); get (a child)"|moo(keru)|"prepare, provide; establish, found, set up, organize; enact, lay down (rules); get (a child)"|264570
841|写|5|Wakanmuri|4|シャ、うつ-す、うつ-る||sha|"be photographed; be projected (on a screen); (light or shadows) fall on"|"utsu(su), utsu(ru)"|"be photographed; be projected (on a screen); (light or shadows) fall on. copy, transcribe, duplicate, reproduce, trace; describe, picture, photograph"|261896
